"","name","year","Urban","Non Urban"
"2192","lu_area_1078","2021",100,0
"2193","lu_area_1079","2016",100,0
"2194","lu_area_1079","2021",100,0
"2195","lu_area_1081","2016",82.03,17.97
"2196","lu_area_1081","2021",80.47,19.53
"2197","lu_area_1082","2016",90,10
"2198","lu_area_1082","2021",100,0
"2199","lu_area_1083","2016",100,0
"2200","lu_area_1083","2021",100,0
"2201","lu_area_1084","2016",100,0
"2202","lu_area_1084","2021",100,0
"2203","lu_area_1085","2016",100,0
"2204","lu_area_1085","2021",100,0
"2205","lu_area_1086","2016",100,0
"2206","lu_area_1086","2021",100,0
"2207","lu_area_1088","2016",97.85,2.15
"2208","lu_area_1088","2021",92.47,7.53
"2209","lu_area_1091","2016",100,0
"2210","lu_area_1091","2021",100,0
"2211","lu_area_1092","2016",100,0
"2212","lu_area_1092","2021",100,0
"2213","lu_area_1095","2016",84.31,15.69
"2214","lu_area_1095","2021",92.16,7.84
"2215","lu_area_1096","2016",92.86,7.14
"2216","lu_area_1096","2021",100,0
"2217","lu_area_1097","2016",75,25
"2218","lu_area_1097","2021",80.56,19.44
"2219","lu_area_1098","2016",100,0
"2220","lu_area_1098","2021",100,0
"2221","lu_area_1099","2016",100,0
"2222","lu_area_1099","2021",100,0
"2223","lu_area_1100","2016",100,0
"2224","lu_area_1100","2021",100,0
"2225","lu_area_1101","2016",91.43,8.57
"2226","lu_area_1101","2021",97.14,2.86
"2227","lu_area_1102","2016",50,50
"2228","lu_area_1102","2021",100,0
"2229","lu_area_1103","2016",80.77,19.23
"2230","lu_area_1103","2021",80.77,19.23
"2231","lu_area_1104","2016",100,0
"2232","lu_area_1104","2021",100,0
"2233","lu_area_1105","2016",100,0
"2234","lu_area_1105","2021",100,0
"2235","lu_area_1106","2016",91.13,8.87
"2236","lu_area_1106","2021",95.64,4.36
"2237","lu_area_1107","2016",100,0
"2238","lu_area_1107","2021",98.73,1.27
"2239","lu_area_1108","2016",100,0
"2240","lu_area_1108","2021",100,0
"2241","lu_area_1109","2016",100,0
"2242","lu_area_1109","2021",100,0
"2243","lu_area_1110","2016",100,0
"2244","lu_area_1110","2021",100,0
"2245","lu_area_1111","2016",93.37,6.63
"2246","lu_area_1111","2021",98.67,1.33
"2247","lu_area_1112","2016",100,0
"2248","lu_area_1112","2021",100,0
"2249","lu_area_1113","2016",91.11,8.89
"2250","lu_area_1113","2021",97.78,2.22
"2251","lu_area_1114","2016",100,0
"2252","lu_area_1114","2021",100,0
"2253","lu_area_1115","2016",100,0
"2254","lu_area_1115","2021",100,0
"2255","lu_area_1116","2016",96.19,3.81
"2256","lu_area_1116","2021",98.56,1.44
"2257","lu_area_1117","2016",90.91,9.09
"2258","lu_area_1117","2021",96.1,3.9
"2259","lu_area_1118","2016",95.79,4.21
"2260","lu_area_1118","2021",97.89,2.11
"2261","lu_area_1119","2016",97.67,2.33
"2262","lu_area_1119","2021",96.9,3.1
"2263","lu_area_1120","2016",95.52,4.48
"2264","lu_area_1120","2021",94.53,5.47
"2265","lu_area_1121","2016",95.99,4.01
"2266","lu_area_1121","2021",98.47,1.53
"2267","lu_area_1122","2016",100,0
"2268","lu_area_1122","2021",100,0
"2269","lu_area_1123","2016",98.25,1.75
"2270","lu_area_1123","2021",99.12,0.88
"2271","lu_area_1124","2016",88.03,11.97
"2272","lu_area_1124","2021",99.61,0.39
"2273","lu_area_1125","2016",92.31,7.69
"2274","lu_area_1125","2021",100,0
"2275","lu_area_1126","2016",100,0
"2276","lu_area_1126","2021",100,0
"2277","lu_area_1127","2016",95.67,4.33
"2278","lu_area_1127","2021",98.98,1.02
"2279","lu_area_1128","2016",80,20
"2280","lu_area_1128","2021",89.91,10.09
"2281","lu_area_1129","2016",86.89,13.11
"2282","lu_area_1129","2021",88.52,11.48
"2283","lu_area_1130","2016",93.75,6.25
"2284","lu_area_1130","2021",95.54,4.46
"2285","lu_area_1131","2016",100,0
"2286","lu_area_1131","2021",100,0
"2287","lu_area_1132","2016",100,0
"2288","lu_area_1132","2021",100,0
"2289","lu_area_1133","2016",69.33,30.67
"2290","lu_area_1133","2021",82.9,17.1
"2291","lu_area_1134","2016",91.56,8.44
"2292","lu_area_1134","2021",82.97,17.03
"2293","lu_area_1135","2016",100,0
"2294","lu_area_1135","2021",100,0
"2295","lu_area_1136","2016",98.58,1.42
"2296","lu_area_1136","2021",98.58,1.42
"2297","lu_area_1137","2016",98.56,1.44
"2298","lu_area_1137","2021",98.56,1.44
"2299","lu_area_1138","2016",89.81,10.19
"2300","lu_area_1138","2021",96.3,3.7
"2301","lu_area_1139","2016",97.78,2.22
"2302","lu_area_1139","2021",100,0
"2303","lu_area_1140","2016",100,0
"2304","lu_area_1140","2021",100,0
"2305","lu_area_1141","2016",98.33,1.67
"2306","lu_area_1141","2021",100,0
"2307","lu_area_1142","2016",100,0
"2308","lu_area_1142","2021",100,0
"2309","lu_area_1143","2016",100,0
"2310","lu_area_1143","2021",100,0
"2311","lu_area_1144","2016",98.96,1.04
"2312","lu_area_1144","2021",100,0
"2313","lu_area_1145","2016",70.33,29.67
"2314","lu_area_1145","2021",73.63,26.37
"2315","lu_area_1146","2016",92.7,7.3
"2316","lu_area_1146","2021",95.68,4.32
"2317","lu_area_1147","2016",100,0
"2318","lu_area_1147","2021",100,0
"2319","lu_area_1148","2016",80,20
"2320","lu_area_1148","2021",72,28
"2321","lu_area_1149","2016",100,0
"2322","lu_area_1149","2021",100,0
"2323","lu_area_1150","2016",100,0
"2324","lu_area_1150","2021",100,0
"2325","lu_area_1151","2016",100,0
"2326","lu_area_1151","2021",100,0
"2327","lu_area_1152","2016",81.25,18.75
"2328","lu_area_1152","2021",100,0
"2329","lu_area_1153","2016",82.35,17.65
"2330","lu_area_1153","2021",88.24,11.76
"2331","lu_area_1154","2016",100,0
"2332","lu_area_1154","2021",100,0
"2333","lu_area_1155","2016",100,0
"2334","lu_area_1155","2021",100,0
"2335","lu_area_1156","2016",94.44,5.56
"2336","lu_area_1156","2021",100,0
"2337","lu_area_1157","2016",96.98,3.02
"2338","lu_area_1157","2021",98.49,1.51
"2339","lu_area_1158","2016",100,0
"2340","lu_area_1158","2021",100,0
"2341","lu_area_1159","2016",100,0
"2342","lu_area_1159","2021",100,0
"2343","lu_area_1160","2016",100,0
"2344","lu_area_1160","2021",100,0
"2345","lu_area_1161","2016",100,0
"2346","lu_area_1161","2021",100,0
"2347","lu_area_1162","2016",100,0
"2348","lu_area_1162","2021",100,0
"2349","lu_area_1163","2016",74.6,25.4
"2350","lu_area_1163","2021",96.83,3.17
"2351","lu_area_1164","2016",90.32,9.68
"2352","lu_area_1164","2021",77.42,22.58
"2353","lu_area_1165","2016",100,0
"2354","lu_area_1165","2021",100,0
"2355","lu_area_1166","2016",100,0
"2356","lu_area_1166","2021",100,0
"2357","lu_area_1167","2016",88.24,11.76
"2358","lu_area_1167","2021",94.12,5.88
"2359","lu_area_1168","2016",96.67,3.33
"2360","lu_area_1168","2021",100,0
"2361","lu_area_1169","2016",98.06,1.94
"2362","lu_area_1169","2021",99.03,0.97
"2363","lu_area_1170","2016",100,0
"2364","lu_area_1170","2021",100,0
"2365","lu_area_1171","2016",100,0
"2366","lu_area_1171","2021",100,0
"2367","lu_area_1172","2016",96.67,3.33
"2368","lu_area_1172","2021",98.33,1.67
"2369","lu_area_1173","2016",100,0
"2370","lu_area_1173","2021",100,0
"2371","lu_area_1174","2016",79.17,20.83
"2372","lu_area_1174","2021",91.67,8.33
"2373","lu_area_1175","2016",99.29,0.71
"2374","lu_area_1175","2021",95.74,4.26
"2375","lu_area_1176","2016",100,0
"2376","lu_area_1176","2021",100,0
"2377","lu_area_1177","2016",100,0
"2378","lu_area_1177","2021",100,0
"2379","lu_area_1178","2016",100,0
"2380","lu_area_1178","2021",100,0
"2381","lu_area_1179","2016",100,0
"2382","lu_area_1179","2021",100,0
"2383","lu_area_1180","2016",98.98,1.02
"2384","lu_area_1180","2021",100,0
"2385","lu_area_1181","2016",100,0
"2386","lu_area_1181","2021",100,0
"2387","lu_area_1182","2016",100,0
"2388","lu_area_1182","2021",100,0
"2389","lu_area_1183","2016",100,0
"2390","lu_area_1183","2021",100,0
"2391","lu_area_1184","2016",100,0
"2392","lu_area_1184","2021",100,0
"2393","lu_area_1185","2016",96.99,3.01
"2394","lu_area_1185","2021",97.2,2.8
"2395","lu_area_1186","2016",75,25
"2396","lu_area_1186","2021",100,0
"2397","lu_area_1187","2016",100,0
"2398","lu_area_1187","2021",100,0
"2399","lu_area_1188","2016",100,0
"2400","lu_area_1188","2021",87.5,12.5
"2401","lu_area_1189","2016",100,0
"2402","lu_area_1189","2021",100,0
"2403","lu_area_1190","2016",14.29,85.71
"2404","lu_area_1190","2021",100,0
"2405","lu_area_1191","2016",93.1,6.9
"2406","lu_area_1191","2021",93.1,6.9
"2407","lu_area_1192","2016",100,0
"2408","lu_area_1192","2021",100,0
"2409","lu_area_1193","2016",100,0
"2410","lu_area_1193","2021",100,0
"2411","lu_area_1194","2016",100,0
"2412","lu_area_1194","2021",98.85,1.15
"2413","lu_area_1195","2016",98.39,1.61
"2414","lu_area_1195","2021",93.55,6.45
"2415","lu_area_1196","2016",100,0
"2416","lu_area_1196","2021",100,0
"2417","lu_area_1197","2016",100,0
"2418","lu_area_1197","2021",100,0
"2419","lu_area_1198","2016",100,0
"2420","lu_area_1198","2021",100,0
"2421","lu_area_1199","2016",100,0
"2422","lu_area_1199","2021",100,0
"2423","lu_area_1200","2016",100,0
"2424","lu_area_1200","2021",100,0
"2425","lu_area_1201","2016",94.29,5.71
"2426","lu_area_1201","2021",98.57,1.43
"2427","lu_area_1202","2016",100,0
"2428","lu_area_1202","2021",100,0
"2429","lu_area_1203","2016",100,0
"2430","lu_area_1203","2021",100,0
"2431","lu_area_1204","2016",100,0
"2432","lu_area_1204","2021",100,0
"2433","lu_area_1205","2016",96.55,3.45
"2434","lu_area_1205","2021",100,0
"2435","lu_area_1206","2016",100,0
"2436","lu_area_1206","2021",100,0
"2437","lu_area_1207","2016",88.89,11.11
"2438","lu_area_1207","2021",100,0
"2439","lu_area_1208","2016",100,0
"2440","lu_area_1208","2021",100,0
"2441","lu_area_1209","2016",100,0
"2442","lu_area_1209","2021",100,0
"2443","lu_area_1210","2016",100,0
"2444","lu_area_1210","2021",100,0
"2445","lu_area_1211","2016",96,4
"2446","lu_area_1211","2021",94,6
"2447","lu_area_1212","2016",91.67,8.33
"2448","lu_area_1212","2021",100,0
"2449","lu_area_1213","2016",100,0
"2450","lu_area_1213","2021",94.29,5.71
"2451","lu_area_1214","2016",100,0
"2452","lu_area_1214","2021",100,0
"2453","lu_area_1215","2016",100,0
"2454","lu_area_1215","2021",92.31,7.69
"2455","lu_area_1216","2016",100,0
"2456","lu_area_1216","2021",100,0
"2457","lu_area_1217","2016",100,0
"2458","lu_area_1217","2021",100,0
"2459","lu_area_1218","2016",100,0
"2460","lu_area_1218","2021",100,0
"2461","lu_area_1219","2016",3.85,96.15
"2462","lu_area_1219","2021",11.54,88.46
"2463","lu_area_1220","2016",100,0
"2464","lu_area_1220","2021",100,0
"2465","lu_area_1221","2016",91.84,8.16
"2466","lu_area_1221","2021",100,0
"2467","lu_area_1222","2016",100,0
"2468","lu_area_1222","2021",100,0
"2469","lu_area_1223","2016",92.31,7.69
"2470","lu_area_1223","2021",92.31,7.69
"2471","lu_area_1224","2016",100,0
"2472","lu_area_1224","2021",100,0
"2473","lu_area_1225","2016",93.85,6.15
"2474","lu_area_1225","2021",94.82,5.18
"2475","lu_area_1226","2016",100,0
"2476","lu_area_1226","2021",100,0
"2477","lu_area_1227","2016",100,0
"2478","lu_area_1227","2021",100,0
"2479","lu_area_1229","2016",63.46,36.54
"2480","lu_area_1229","2021",86.54,13.46
"2481","lu_area_1230","2016",100,0
"2482","lu_area_1230","2021",100,0
"2483","lu_area_1231","2016",100,0
"2484","lu_area_1231","2021",100,0
"2485","lu_area_1232","2016",100,0
"2486","lu_area_1232","2021",100,0
"2487","lu_area_1233","2016",100,0
"2488","lu_area_1233","2021",100,0
"2489","lu_area_1234","2016",100,0
"2490","lu_area_1234","2021",88.89,11.11
"2491","lu_area_1235","2016",76.19,23.81
"2492","lu_area_1235","2021",92.86,7.14
"2493","lu_area_1236","2016",100,0
"2494","lu_area_1236","2021",100,0
"2495","lu_area_1237","2016",100,0
"2496","lu_area_1237","2021",90.91,9.09
"2497","lu_area_1238","2016",53.33,46.67
"2498","lu_area_1238","2021",100,0
"2499","lu_area_1239","2016",100,0
"2500","lu_area_1239","2021",100,0
"2501","lu_area_1240","2016",100,0
"2502","lu_area_1240","2021",100,0
"2503","lu_area_1241","2016",100,0
"2504","lu_area_1241","2021",98.8,1.2
"2505","lu_area_1242","2016",23.08,76.92
"2506","lu_area_1242","2021",76.92,23.08
"2507","lu_area_1244","2016",100,0
"2508","lu_area_1244","2021",100,0
"2509","lu_area_1245","2016",100,0
"2510","lu_area_1245","2021",100,0
"2511","lu_area_1246","2016",100,0
"2512","lu_area_1246","2021",100,0
"2513","lu_area_1247","2016",100,0
"2514","lu_area_1247","2021",100,0
"2515","lu_area_1248","2016",100,0
"2516","lu_area_1248","2021",100,0
"2517","lu_area_1249","2016",100,0
"2518","lu_area_1249","2021",100,0
"2519","lu_area_1250","2016",100,0
"2520","lu_area_1250","2021",100,0
"2521","lu_area_1251","2016",94.52,5.48
"2522","lu_area_1251","2021",99.35,0.65
"2523","lu_area_1252","2016",100,0
"2524","lu_area_1252","2021",100,0
"2525","lu_area_1253","2016",91.3,8.7
"2526","lu_area_1253","2021",100,0
"2527","lu_area_1254","2016",60.38,39.62
"2528","lu_area_1254","2021",79.25,20.75
"2529","lu_area_1255","2016",97.77,2.23
"2530","lu_area_1255","2021",99.03,0.97
"2531","lu_area_1256","2016",83.33,16.67
"2532","lu_area_1256","2021",83.33,16.67
"2533","lu_area_1257","2016",100,0
"2534","lu_area_1257","2021",100,0
"2535","lu_area_1258","2016",64.71,35.29
"2536","lu_area_1258","2021",94.12,5.88
"2537","lu_area_1259","2016",94.12,5.88
"2538","lu_area_1259","2021",100,0
"2539","lu_area_1260","2016",100,0
"2540","lu_area_1260","2021",100,0
"2541","lu_area_1261","2016",85.39,14.61
"2542","lu_area_1261","2021",91.01,8.99
"2543","lu_area_1262","2016",100,0
"2544","lu_area_1262","2021",100,0
"2545","lu_area_1263","2016",100,0
"2546","lu_area_1263","2021",100,0
"2547","lu_area_1264","2016",91.3,8.7
"2548","lu_area_1264","2021",86.96,13.04
"2549","lu_area_1265","2016",77.85,22.15
"2550","lu_area_1265","2021",77.18,22.82
"2551","lu_area_1266","2016",100,0
"2552","lu_area_1266","2021",100,0
"2553","lu_area_1267","2016",100,0
"2554","lu_area_1267","2021",100,0
"2555","lu_area_1268","2016",100,0
"2556","lu_area_1268","2021",100,0
"2557","lu_area_1269","2016",100,0
"2558","lu_area_1269","2021",100,0
"2559","lu_area_1270","2016",100,0
"2560","lu_area_1270","2021",100,0
"2561","lu_area_1271","2016",98.57,1.43
"2562","lu_area_1271","2021",98.57,1.43
"2563","lu_area_1272","2016",100,0
"2564","lu_area_1272","2021",100,0
"2565","lu_area_1273","2016",95.65,4.35
"2566","lu_area_1273","2021",95.65,4.35
"2567","lu_area_1274","2016",84.42,15.58
"2568","lu_area_1274","2021",100,0
"2569","lu_area_1275","2016",96.81,3.19
"2570","lu_area_1275","2021",97.87,2.13
"2571","lu_area_1276","2016",100,0
"2572","lu_area_1276","2021",66.67,33.33
"2573","lu_area_1277","2016",97.14,2.86
"2574","lu_area_1277","2021",100,0
"2575","lu_area_1278","2016",77.78,22.22
"2576","lu_area_1278","2021",83.95,16.05
"2577","lu_area_1279","2016",98.07,1.93
"2578","lu_area_1279","2021",100,0
"2579","lu_area_1280","2016",60,40
"2580","lu_area_1280","2021",100,0
"2581","lu_area_1281","2016",71,29
"2582","lu_area_1281","2021",69,31
"2583","lu_area_1282","2016",97.56,2.44
"2584","lu_area_1282","2021",100,0
"2585","lu_area_1283","2016",88.37,11.63
"2586","lu_area_1283","2021",100,0
"2587","lu_area_1284","2016",95.02,4.98
"2588","lu_area_1284","2021",99.5,0.5
"2589","lu_area_1285","2016",100,0
"2590","lu_area_1285","2021",100,0
"2591","lu_area_1286","2016",100,0
"2592","lu_area_1286","2021",100,0
"2593","lu_area_1287","2016",100,0
"2594","lu_area_1287","2021",100,0
"2595","lu_area_1288","2016",100,0
"2596","lu_area_1288","2021",100,0
"2597","lu_area_1289","2016",100,0
"2598","lu_area_1289","2021",100,0
"2599","lu_area_1290","2016",97.51,2.49
"2600","lu_area_1290","2021",99.75,0.25
"2601","lu_area_1291","2016",100,0
"2602","lu_area_1291","2021",100,0
"2603","lu_area_1292","2016",60,40
"2604","lu_area_1292","2021",100,0
"2605","lu_area_1293","2016",100,0
"2606","lu_area_1293","2021",100,0
"2607","lu_area_1294","2016",100,0
"2608","lu_area_1294","2021",100,0
"2609","lu_area_1295","2016",100,0
"2610","lu_area_1295","2021",100,0
"2611","lu_area_1296","2016",100,0
"2612","lu_area_1296","2021",100,0
"2613","lu_area_1297","2016",100,0
"2614","lu_area_1297","2021",100,0
"2615","lu_area_1298","2016",88.23,11.77
"2616","lu_area_1298","2021",94.29,5.71
"2617","lu_area_1299","2016",95.25,4.75
"2618","lu_area_1299","2021",93.35,6.65
"2619","lu_area_1300","2016",89.47,10.53
"2620","lu_area_1300","2021",94.74,5.26
"2621","lu_area_1301","2016",46.9,53.1
"2622","lu_area_1301","2021",84.07,15.93
"2623","lu_area_1302","2016",100,0
"2624","lu_area_1302","2021",0,100
"2625","lu_area_1303","2016",92.16,7.84
"2626","lu_area_1303","2021",97.59,2.41
"2627","lu_area_1304","2016",53.09,46.91
"2628","lu_area_1304","2021",53.09,46.91
"2629","lu_area_1305","2016",62.75,37.25
"2630","lu_area_1305","2021",92.16,7.84
